Time:	Direct:	Amplified:
1864646	24.36728	24.433044
1874646	24.36728	24.406738
1884647	24.36728	24.433044
1894648	24.454956	24.450562
1904658	24.454956	24.45932
1914667	24.454956	24.468079
1924678	24.454956	24.468079
1934679	24.454956	24.468079
1944686	24.454956	24.468079
1954687	24.454956	24.468079
1964701	24.454956	24.476868
1974702	24.454956	24.468079
1984711	24.454956	24.476868
1994720	24.454956	24.476868
2004720	24.454956	24.485626
2014730	24.454956	24.476868
2024734	24.454956	24.468079
2034734	24.454956	24.468079
2044746	24.454956	24.468079
2054754	24.454956	24.45932
2064773	24.454956	24.450562
2074776	24.454956	24.45932
2084779	24.454956	24.468079
2094781	24.454956	24.468079
2104791	24.454956	24.468079
2114791	24.454956	24.45932
2124807	24.454956	24.45932
2134811	24.454956	24.468079
2144827	24.454956	24.468079
2154829	24.454956	24.45932
2164845	24.454956	24.468079
2174846	24.454956	24.468079
2184853	24.454956	24.468079
2194854	24.454956	24.45932
2204859	24.454956	24.468079
2214865	24.454956	24.468079
2224877	24.454956	24.468079
2234886	24.454956	24.476868
2244886	24.454956	24.468079
2254897	24.454956	24.45932
2264897	24.36728	24.45932
2274899	24.454956	24.450562
2284913	24.454956	24.45932
2294913	24.454956	24.468079
2304920	24.454956	24.468079
2314921	24.454956	24.468079
2324921	24.454956	24.45932
2334927	24.36728	24.45932
2344928	24.454956	24.450562
2354928	24.454956	24.450562
2364932	24.454956	24.450562
2374943	24.454956	24.45932
2384949	24.454956	24.476868
2394962	24.454956	24.485626
2404971	24.454956	24.476868
2414976	24.454956	24.476868
2424983	24.454956	24.485626
2434991	24.454956	24.485626
2444992	24.454956	24.485626
2454992	24.454956	24.468079
2465009	24.454956	24.468079
2475012	24.454956	24.468079
2485021	24.454956	24.468079
2495029	24.454956	24.468079
2505034	24.454956	24.468079
2515046	24.454956	24.468079
2525055	24.454956	24.468079
2535062	24.454956	24.476868
2545079	24.454956	24.503174
2555080	24.454956	24.503174
2565090	24.454956	24.511932
2575091	24.36728	24.39795
2585093	24.279663	24.32785
2595094	24.279663	24.336609
2605111	24.279663	24.319092
2615111	24.279663	24.292816
2625114	24.279663	24.301575
2635116	24.192108	24.2753
2645116	24.192108	24.26654
2655117	24.192108	24.26654
2665117	24.279663	24.284058
2675117	24.279663	24.284058
2685122	24.192108	24.284058
2695124	24.279663	24.284058
2705127	24.279663	24.2753
2715128	24.192108	24.257782
2725129	24.192108	24.26654
2735129	24.279663	24.2753
2745137	24.192108	24.257782
2755138	24.192108	24.249023
2765149	24.192108	24.257782
2775149	24.192108	24.26654
2785152	24.279663	24.2753
2795152	24.192108	24.2753
2805154	24.279663	24.284058
2815168	24.279663	24.292816
2825183	24.279663	24.292816
2835195	24.279663	24.292816
2845218	24.192108	24.284058
2855223	24.279663	24.284058
2865231	24.279663	24.292816
2875236	24.279663	24.310333
2885252	24.279663	24.301575
2895258	24.279663	24.301575
2905261	24.279663	24.310333
2915263	24.279663	24.310333
2925272	24.279663	24.310333
2935283	24.279663	24.310333
2945301	24.279663	24.319092
2955314	24.279663	24.310333
2965317	24.279663	24.310333
2975322	24.279663	24.310333
2985329	24.279663	24.32785
2995342	24.279663	24.345398
3005353	24.279663	24.336609
3015358	24.279663	24.336609
3025370	24.279663	24.345398
3035381	24.279663	24.345398
3045386	24.279663	24.345398
3055390	24.279663	24.354156
3065406	24.279663	24.354156
3075414	24.36728	24.354156
3085424	24.279663	24.354156
3095432	24.279663	24.362915
3105435	24.36728	24.362915
3115437	24.279663	24.354156
3125446	24.279663	24.354156
3135451	24.36728	24.354156
3145452	24.279663	24.345398
3155458	24.279663	24.345398
3165466	24.36728	24.371674
3175477	24.279663	24.371674
3185487	24.36728	24.371674
3195488	24.36728	24.380432
3205497	24.36728	24.380432
3215512	24.36728	24.380432
3225522	24.36728	24.38919
3235531	24.36728	24.39795
3245533	24.36728	24.380432
3255544	24.36728	24.380432
3265544	24.36728	24.371674
3275553	24.36728	24.362915
3285557	24.279663	24.380432
3295572	24.36728	24.38919
3305572	24.36728	24.39795
3315575	24.36728	24.406738
3325590	24.36728	24.38919
3335610	24.36728	24.371674
3345617	24.36728	24.380432
3355620	24.36728	24.371674
3365635	24.279663	24.362915
3375641	24.36728	24.362915
3385643	24.279663	24.380432
3395645	24.36728	24.39795
3405646	24.36728	24.38919
3415657	24.36728	24.371674
3425673	24.279663	24.371674
3435682	24.279663	24.371674
3445686	24.279663	24.380432
3455694	24.36728	24.380432
3465710	24.279663	24.362915
3475716	24.36728	24.371674
3485732	24.279663	24.371674
3495746	24.279663	24.380432
3505752	24.36728	24.380432
3515753	24.279663	24.380432
3525762	24.36728	24.38919
3535767	24.36728	24.380432
3545781	24.279663	24.362915
3555783	24.279663	24.362915
3565788	24.279663	24.354156
3575802	24.279663	24.354156
3585807	24.279663	24.354156
3595807	24.279663	24.371674
3605812	24.279663	24.371674
3615815	24.279663	24.354156
3625828	24.279663	24.345398
3635832	24.279663	24.345398
3646268	24.279663	24.336609
3656268	24.279663	24.32785
3666281	24.279663	24.32785
3676282	24.279663	24.319092
3686289	24.279663	24.319092
3696301	24.279663	24.319092
3706316	24.279663	24.319092
3716324	24.279663	24.310333
3726328	24.279663	24.301575
3736332	24.279663	24.319092
3746345	24.279663	24.301575
3756346	24.279663	24.301575
3766358	24.279663	24.32785
3776366	24.279663	24.345398
3786372	24.279663	24.336609
3796381	24.279663	24.32785
3806389	24.279663	24.32785
3816401	24.279663	24.310333
3826407	24.279663	24.310333
3836408	24.279663	24.301575
3846412	24.279663	24.301575
3856427	24.279663	24.292816
3866431	24.279663	24.292816
3876445	24.279663	24.284058
3886449	24.279663	24.292816
3896461	24.279663	24.292816
3906470	24.279663	24.292816
3916472	24.192108	24.284058
3926483	24.279663	24.292816
3936484	24.279663	24.292816
3946489	24.279663	24.301575
3956496	24.279663	24.292816
3966504	24.192108	24.284058
3976516	24.279663	24.284058
3986517	24.279663	24.284058
3996524	24.279663	24.292816
4006531	24.279663	24.292816
4016534	24.279663	24.292816
4026547	24.279663	24.284058
4036547	24.279663	24.284058
4046547	24.192108	24.26654
4056563	24.192108	24.26654
4066565	24.192108	24.26654
4076565	24.192108	24.26654
4086576	24.192108	24.257782
4096591	24.192108	24.249023
4106592	24.192108	24.249023
4116600	24.192108	24.249023
4126606	24.192108	24.249023
4136622	24.192108	24.249023
4146625	24.192108	24.240265
4156635	24.192108	24.240265
4166643	24.192108	24.231506
4176654	24.192108	24.231506
4186662	24.192108	24.222748
4196673	24.192108	24.240265
4206683	24.192108	24.231506
4216683	24.192108	24.231506
4226692	24.192108	24.231506
4236697	24.192108	24.2753
4246697	24.279663	24.310333
4256702	24.279663	24.319092
4266712	24.279663	24.32785
4276718	24.279663	24.32785
4286743	24.279663	24.336609
4296761	24.279663	24.345398
4306774	24.279663	24.345398
4316786	24.279663	24.345398
4326787	24.279663	24.345398
4336828	24.279663	24.354156
4346840	24.279663	24.354156
4356848	24.279663	24.354156
4366866	24.279663	24.354156
4376885	24.279663	24.354156
4386887	24.279663	24.362915
4396891	24.279663	24.362915
4406893	24.279663	24.362915
4416897	24.279663	24.362915
4426926	24.279663	24.354156
4436931	24.279663	24.354156
4446936	24.279663	24.354156
4456936	24.279663	24.354156
4466946	24.279663	24.354156
4476950	24.279663	24.362915
4486963	24.279663	24.354156
4496967	24.279663	24.362915
4506974	24.279663	24.362915
4517009	24.279663	24.371674
4527020	24.36728	24.371674
4537050	24.279663	24.371674
4547052	24.36728	24.371674
4557064	24.36728	24.371674
4567080	24.279663	24.362915
4577080	24.279663	24.354156
4587090	24.279663	24.354156
4597097	24.279663	24.362915
4607109	24.279663	24.371674
4617111	24.279663	24.362915
4627119	24.279663	24.371674
4637135	24.36728	24.371674
4647137	24.279663	24.371674
4657150	24.36728	24.380432
4667161	24.36728	24.380432
4677173	24.36728	24.380432
4687183	24.36728	24.380432
4697185	24.36728	24.38919
4707197	24.36728	24.380432
4717203	24.36728	24.38919
4727218	24.36728	24.38919
4737223	24.36728	24.38919
4747225	24.36728	24.38919
4757239	24.36728	24.380432
4767253	24.279663	24.371674
4777269	24.36728	24.371674
4787278	24.36728	24.371674
4797293	24.279663	24.371674
4807301	24.36728	24.371674
4817305	24.36728	24.380432
4827316	24.279663	24.371674
4837325	24.279663	24.371674
4847334	24.36728	24.371674
4857335	24.279663	24.380432
4867349	24.36728	24.371674
4877360	24.36728	24.371674
4887367	24.279663	24.354156
4897381	24.279663	24.362915
4907392	24.279663	24.371674
4917407	24.279663	24.362915
4927413	24.279663	24.362915
4937423	24.279663	24.345398
4947431	24.279663	24.32785
4957439	24.279663	24.301575
4967439	24.279663	24.292816
4977445	24.279663	24.292816
4987451	24.279663	24.292816
4997468	24.279663	24.301575
5007482	24.279663	24.319092
5017484	24.279663	24.301575
5027487	24.279663	24.284058
5037490	24.192108	24.2753
5047493	24.192108	24.284058
5057496	24.192108	24.2753
5067505	24.279663	24.310333
5077510	24.279663	24.319092
5087513	24.279663	24.32785
5097520	24.279663	24.345398
5107522	24.279663	24.345398
5117530	24.36728	24.345398
5127539	24.279663	24.354156
5137553	24.279663	24.32785
5147561	24.279663	24.345398
5157573	24.279663	24.354156
5167579	24.279663	24.354156
5177590	24.279663	24.345398
5187590	24.279663	24.345398
5197595	24.279663	24.336609
5207598	24.279663	24.336609
5217599	24.279663	24.319092
5227602	24.279663	24.301575
5237608	24.279663	24.310333
5247623	24.279663	24.32785
5257627	24.279663	24.32785
5267639	24.279663	24.32785
5277640	24.279663	24.345398
5287651	24.279663	24.354156
5297660	24.36728	24.354156
5307660	24.279663	24.362915
5317663	24.279663	24.362915
5327667	24.279663	24.362915
5337680	24.279663	24.354156
5347682	24.279663	24.354156
5357698	24.36728	24.362915
5367711	24.279663	24.362915
5377713	24.279663	24.371674
5387727	24.279663	24.371674
5397728	24.279663	24.362915
5407756	24.36728	24.362915
5417757	24.279663	24.362915
5427795	24.279663	24.362915
5437830	24.279663	24.362915
5447842	24.36728	24.371674
5457862	24.36728	24.380432
5467870	24.36728	24.371674
5477884	24.279663	24.371674
5487891	24.279663	24.371674
5497901	24.279663	24.380432
5507901	24.36728	24.371674
5517917	24.36728	24.380432
5527922	24.36728	24.380432
5537933	24.36728	24.371674
5547945	24.279663	24.380432
5557949	24.36728	24.380432
5567958	24.279663	24.380432
5577972	24.36728	24.380432
5587981	24.36728	24.380432
5597983	24.279663	24.380432
5607997	24.279663	24.362915
5618001	24.279663	24.362915
5628016	24.279663	24.362915
5638024	24.279663	24.362915
5648036	24.279663	24.345398
5658041	24.279663	24.336609
5668050	24.279663	24.345398
5678051	24.279663	24.345398
5688066	24.279663	24.345398
5698069	24.279663	24.345398
5708172	24.279663	24.354156
5718183	24.279663	24.354156
5728183	24.279663	24.362915
5738210	24.279663	24.362915
5748222	24.279663	24.354156
5758223	24.279663	24.345398
5768235	24.279663	24.345398
5778237	24.279663	24.345398
5788243	24.279663	24.345398
5798252	24.279663	24.362915
5808266	24.279663	24.362915
5818270	24.279663	24.362915
5828274	24.279663	24.371674
5838289	24.279663	24.371674
5848290	24.36728	24.371674
5858291	24.36728	24.371674
5868307	24.279663	24.380432
5878313	24.36728	24.380432
5888316	24.279663	24.38919
5898324	24.36728	24.38919
5908386	24.36728	24.39795
5918397	24.36728	24.39795
5928401	24.36728	24.39795
5938402	24.36728	24.39795
5948404	24.36728	24.39795
5958420	24.36728	24.39795
5968435	24.36728	24.406738
5978445	24.36728	24.406738
5988454	24.36728	24.406738
5998456	24.36728	24.406738
6008471	24.36728	24.39795
6018479	24.36728	24.406738
6028489	24.36728	24.39795
6038496	24.36728	24.406738
6048500	24.36728	24.406738
6058513	24.36728	24.38919
6068524	24.36728	24.39795
6078529	24.36728	24.406738
6088530	24.36728	24.406738
6098538	24.36728	24.406738
6108549	24.36728	24.406738
6118554	24.36728	24.39795
6128565	24.36728	24.39795
6138573	24.36728	24.39795
6148587	24.36728	24.39795
6158600	24.36728	24.39795
6168610	24.36728	24.39795
6178615	24.36728	24.39795
6188626	24.36728	24.39795
6198639	24.36728	24.39795
6208640	24.36728	24.38919
6218644	24.36728	24.38919
6228658	24.36728	24.39795
6238668	24.36728	24.38919
6248671	24.36728	24.38919
6258681	24.36728	24.38919
6268690	24.36728	24.39795
6278700	24.36728	24.39795
6288713	24.36728	24.39795
6298714	24.36728	24.38919
6308719	24.36728	24.38919
6318726	24.36728	24.39795
6328745	24.36728	24.38919
6338746	24.36728	24.38919
6348755	24.36728	24.38919
6358760	24.36728	24.38919
6368761	24.36728	24.39795
6378766	24.36728	24.38919
6388778	24.36728	24.38919
6398782	24.36728	24.39795
6408790	24.36728	24.39795
6418794	24.36728	24.39795
6428807	24.36728	24.39795
6438840	24.36728	24.39795
6448949	24.36728	24.39795
6458963	24.36728	24.39795
6468963	24.36728	24.39795
6478966	24.36728	24.39795
6488973	24.36728	24.39795
6498981	24.36728	24.39795
6508985	24.36728	24.39795
6518998	24.36728	24.406738
6529002	24.36728	24.406738
6539005	24.36728	24.39795
6549019	24.36728	24.39795
6559019	24.36728	24.39795
6569024	24.36728	24.39795
6579034	24.36728	24.406738
6589038	24.36728	24.406738
6599038	24.36728	24.406738
6609039	24.36728	24.415497
6619062	24.36728	24.406738
6629072	24.36728	24.406738
6639087	24.36728	24.415497
6649092	24.36728	24.415497
6659097	24.36728	24.415497
6669107	24.36728	24.415497
6679125	24.36728	24.406738
6689133	24.36728	24.39795
6699145	24.36728	24.406738
6709159	24.36728	24.406738
6719168	24.36728	24.406738
6729175	24.36728	24.415497
6739184	24.36728	24.415497
6749190	24.36728	24.415497
6759206	24.36728	24.415497
6769207	24.36728	24.415497
6779222	24.36728	24.415497
6789227	24.36728	24.415497
6799235	24.36728	24.415497
6809237	24.36728	24.415497
6819242	24.36728	24.415497
6829242	24.36728	24.415497
6839258	24.36728	24.415497
6849265	24.36728	24.415497
6859279	24.36728	24.415497
6869282	24.36728	24.415497
6879291	24.36728	24.415497
6889298	24.36728	24.415497
6899300	24.36728	24.424255
6909309	24.36728	24.406738
6919312	24.542633	24.582123
6929323	24.630402	24.68747
6939336	24.630402	24.652344
6949340	24.630402	24.652344
6959348	24.630402	24.643585
6969354	24.542633	24.590912
6979366	24.454956	24.485626
6989367	24.36728	24.450562
6999370	24.36728	24.441803
7009385	24.36728	24.433044
7019389	24.36728	24.424255
7029398	24.36728	24.424255
7039398	24.36728	24.424255
7049412	24.36728	24.424255
7059413	24.36728	24.424255
7069415	24.36728	24.424255
7079426	24.36728	24.406738
7089441	24.36728	24.424255
7099443	24.36728	24.424255
7109454	24.36728	24.424255
7119465	24.36728	24.424255
7129476	24.36728	24.424255
7139482	24.36728	24.424255
7149496	24.36728	24.424255
7159506	24.36728	24.424255
7169508	24.36728	24.415497
7179521	24.36728	24.415497
7189537	24.36728	24.415497
7199552	24.36728	24.415497
7209558	24.36728	24.415497
7219568	24.36728	24.406738
7229596	24.36728	24.415497
7239612	24.36728	24.415497
7249621	24.36728	24.424255
7259642	24.36728	24.424255
7269657	24.36728	24.424255
7279666	24.36728	24.424255
7289680	24.36728	24.424255
7299683	24.36728	24.424255
7309687	24.36728	24.424255
7319700	24.36728	24.424255
7329709	24.36728	24.415497
7339712	24.36728	24.424255
7349712	24.36728	24.424255
7359723	24.36728	24.424255
7369727	24.36728	24.424255
7379733	24.36728	24.424255
7389748	24.36728	24.424255
7399749	24.36728	24.424255
7409753	24.36728	24.433044
7419767	24.36728	24.433044
7429775	24.36728	24.424255
7439783	24.36728	24.424255
7449789	24.36728	24.415497
7459801	24.36728	24.415497
7469801	24.36728	24.424255
7479811	24.36728	24.424255
7489830	24.36728	24.424255
7499832	24.36728	24.415497
7509844	24.36728	24.415497
7519848	24.36728	24.415497
7529859	24.36728	24.415497
7539872	24.36728	24.415497
7549887	24.36728	24.415497
7559899	24.36728	24.415497
7569906	24.36728	24.415497
7579918	24.36728	24.415497
7589924	24.36728	24.424255
7599932	24.36728	24.424255
7609943	24.36728	24.424255
7619954	24.36728	24.415497
7629960	24.36728	24.406738
7639973	24.36728	24.415497
7649989	24.36728	24.424255
7660000	24.36728	24.415497
7670000	24.36728	24.406738
7680007	24.36728	24.424255
7690015	24.36728	24.433044
7700027	24.36728	24.424255
7710041	24.36728	24.424255
7720054	24.36728	24.415497
7730055	24.36728	24.415497
7740105	24.36728	24.424255
7750106	24.36728	24.415497
7760106	24.36728	24.415497
7770110	24.36728	24.415497
7780116	24.36728	24.415497
7790125	24.36728	24.424255
7800140	24.36728	24.406738
7810153	24.36728	24.415497
7820165	24.36728	24.415497
7830166	24.36728	24.415497
7840170	24.36728	24.415497
7850180	24.36728	24.424255
7860185	24.36728	24.424255
7870218	24.36728	24.424255
7880243	24.36728	24.424255
7890255	24.36728	24.415497
7900262	24.36728	24.424255
7910266	24.36728	24.433044
7920267	24.36728	24.424255
7930275	24.36728	24.424255
7940280	24.36728	24.424255
7950282	24.36728	24.424255
7960294	24.36728	24.424255
7970309	24.36728	24.424255
7980309	24.36728	24.424255
7990321	24.36728	24.415497
8000333	24.36728	24.424255
8010340	24.36728	24.406738
8020354	24.36728	24.39795
8030361	24.36728	24.406738
8040375	24.36728	24.39795
8050384	24.36728	24.415497
8060395	24.36728	24.406738
8070397	24.279663	24.406738
8080411	24.36728	24.406738
8090420	24.36728	24.415497
8100434	24.36728	24.406738
8110443	24.36728	24.406738
8120458	24.36728	24.39795
8130465	24.36728	24.39795
8140467	24.36728	24.406738
8150473	24.36728	24.415497
8160483	24.36728	24.415497
8170493	24.36728	24.406738
8180503	24.36728	24.406738
8190517	24.36728	24.406738
8200524	24.36728	24.406738
8210538	24.36728	24.406738
8220543	24.36728	24.39795
8230544	24.36728	24.39795
8240560	24.36728	24.406738
8250571	24.36728	24.406738
8260575	24.36728	24.406738
8270583	24.36728	24.415497
8280587	24.36728	24.424255
8290594	24.36728	24.424255
8300596	24.36728	24.424255
8310610	24.36728	24.415497
8320614	24.36728	24.406738
8330630	24.36728	24.415497
8340644	24.36728	24.415497
8350652	24.36728	24.39795
8360663	24.279663	24.38919
8370668	24.279663	24.380432
8380683	24.279663	24.380432
8390698	24.279663	24.380432
8400698	24.279663	24.38919
8410703	24.279663	24.380432
8420708	24.279663	24.38919
8430713	24.279663	24.39795
8440713	24.36728	24.39795
8450748	24.36728	24.38919
8460749	24.36728	24.406738
8470760	24.36728	24.415497
8480765	24.36728	24.406738
8490771	24.36728	24.406738
8500782	24.279663	24.406738
8510797	24.36728	24.39795
8520797	24.279663	24.38919
8530807	24.279663	24.380432
8540822	24.279663	24.380432
8550823	24.36728	24.39795
8560840	24.36728	24.39795
8570841	24.279663	24.38919
8580843	24.279663	24.380432
8590851	24.279663	24.380432
8600866	24.279663	24.380432
8610881	24.279663	24.371674
8620891	24.279663	24.371674
8630898	24.279663	24.371674
8640902	24.279663	24.38919
8650922	24.279663	24.362915
8660935	24.279663	24.362915
8670947	24.279663	24.354156
8680949	24.279663	24.362915
8690962	24.279663	24.371674
8700979	24.279663	24.362915
8710988	24.36728	24.371674
8720988	24.279663	24.362915
8730999	24.279663	24.362915
8740999	24.279663	24.371674
8750999	24.279663	24.362915
8761001	24.36728	24.380432
8771001	24.36728	24.39795
8781003	24.279663	24.362915
8791004	24.279663	24.380432
8801004	24.279663	24.380432
8811005	24.36728	24.39795
8821009	24.36728	24.380432
8831010	24.36728	24.38919
8841019	24.36728	24.371674
8851020	24.36728	24.380432
8861020	24.36728	24.38919
8871026	24.36728	24.371674
8881029	24.279663	24.345398
8891032	24.279663	24.336609
8901037	24.279663	24.336609
8911040	24.279663	24.32785
8921041	24.279663	24.319092
8931041	24.279663	24.301575
8941041	24.279663	24.319092
8951042	24.279663	24.310333
8961047	24.279663	24.301575
8971063	24.279663	24.319092
8981065	24.279663	24.310333
8991066	24.279663	24.310333
9001066	24.279663	24.319092
9011077	24.279663	24.319092
9021078	24.279663	24.310333
9031078	24.279663	24.310333
9041078	24.279663	24.319092
9051079	24.279663	24.319092
9061079	24.279663	24.310333
9071079	24.279663	24.310333
9081079	24.279663	24.292816
9091079	24.192108	24.301575
9101080	24.279663	24.301575
9111086	24.279663	24.301575
9121086	24.279663	24.310333
9131086	24.279663	24.319092
9141097	24.279663	24.301575
9151113	24.279663	24.301575
9161113	24.279663	24.292816
9171113	24.192108	24.292816
9181115	24.279663	24.292816
9191115	24.192108	24.284058
9201116	24.279663	24.284058
9211132	24.192108	24.284058
9221132	24.192108	24.292816
9231138	24.279663	24.284058
9241151	24.279663	24.292816
9251151	24.192108	24.292816
9261152	24.279663	24.301575
9271152	24.192108	24.301575
9281153	24.192108	24.292816
9291155	24.192108	24.301575
9301156	24.192108	24.284058
9311167	24.192108	24.2753
11024396	24.192108	24.284058
11034406	24.192108	24.284058
11044406	24.279663	24.292816
11054409	24.192108	24.310333
11064409	24.279663	24.310333
11074410	24.192108	24.32785
11084426	24.279663	24.32785
11094435	24.279663	24.32785
11104439	24.279663	24.336609
11114451	24.279663	24.32785
11124463	24.279663	24.310333
11134476	24.279663	24.319092
11144491	24.279663	24.32785
11154498	24.279663	24.32785
11164506	24.279663	24.310333
11174513	24.279663	24.319092
11184513	24.279663	24.32785
11194524	24.279663	24.32785
11204538	24.279663	24.336609
11214542	24.279663	24.336609
11224559	24.279663	24.336609
11234560	24.279663	24.32785
11244570	24.279663	24.32785
11254573	24.279663	24.336609
11264583	24.279663	24.32785
11274628	24.279663	24.336609
11284640	24.279663	24.336609
11294659	24.279663	24.345398
11304669	24.279663	24.336609
11314679	24.279663	24.32785
11324681	24.279663	24.336609
11334681	24.279663	24.336609
11344691	24.279663	24.345398
11354709	24.279663	24.345398
11364710	24.279663	24.345398
11374730	24.279663	24.345398
11384743	24.279663	24.354156
11394746	24.279663	24.354156
11404749	24.279663	24.345398
11414757	24.279663	24.354156
11424775	24.279663	24.345398
11434788	24.279663	24.354156
11444798	24.279663	24.345398
11454804	24.279663	24.32785
11464805	24.279663	24.32785
11474817	24.279663	24.319092
11484833	24.279663	24.319092
11494838	24.279663	24.32785
11504852	24.279663	24.32785
11514852	24.279663	24.319092
11524858	24.279663	24.32785
11534867	24.279663	24.336609
11544867	24.279663	24.32785
11554878	24.279663	24.32785
11564889	24.279663	24.32785
11574967	24.279663	24.32785
11584975	24.279663	24.32785
11594975	24.279663	24.336609
11604987	24.279663	24.336609
11614991	24.279663	24.336609
11624999	24.279663	24.336609
11635004	24.279663	24.336609
11645020	24.279663	24.345398
11655028	24.279663	24.345398
11665040	24.279663	24.345398
11675041	24.279663	24.354156
11685044	24.279663	24.362915
11695051	24.279663	24.371674
11705067	24.36728	24.371674
